CodeValue,ValueLabel,file,year
A,Not applicable,IC2009.XLS,2009
B,Institution left item blank,IC2009.XLS,2009
C,Analyst corrected reported value,IC2009.XLS,2009
D,Do not know,IC2009.XLS,2009
G,Data generated from other data values,IC2009.XLS,2009
H,Value not derived - data not usable,IC2009.XLS,2009
J,Logical imputation,IC2009.XLS,2009
K,Ratio adjustment,IC2009.XLS,2009
L,Imputed using the Group Median procedure,IC2009.XLS,2009
N,Imputed using Nearest Neighbor procedure,IC2009.XLS,2009
P,Imputed using Carry Forward procedure,IC2009.XLS,2009
R,Reported,IC2009.XLS,2009
Z,Implied zero;,IC2009.XLS,2009
A,Not applicable,IC2009_PY.XLS,2009
B,Institution left item blank,IC2009_PY.XLS,2009
C,Analyst corrected reported value,IC2009_PY.XLS,2009
D,Do not know,IC2009_PY.XLS,2009
G,Data generated from other data values,IC2009_PY.XLS,2009
H,Value not derived - data not usable,IC2009_PY.XLS,2009
J,Logical imputation,IC2009_PY.XLS,2009
K,Ratio adjustment,IC2009_PY.XLS,2009
L,Imputed using the Group Median procedure,IC2009_PY.XLS,2009
N,Imputed using Nearest Neighbor procedure,IC2009_PY.XLS,2009
P,Imputed using Carry Forward procedure,IC2009_PY.XLS,2009
R,Reported,IC2009_PY.XLS,2009
Z,Implied zero;,IC2009_PY.XLS,2009
A,Not applicable,S2009_ABD.XLS,2009
B,Institution left item blank,S2009_ABD.XLS,2009
C,Analyst corrected reported value,S2009_ABD.XLS,2009
D,Do not know,S2009_ABD.XLS,2009
G,Data generated from other data values,S2009_ABD.XLS,2009
H,Value not derived - data not usable,S2009_ABD.XLS,2009
J,Logical imputation,S2009_ABD.XLS,2009
K,Ratio adjustment,S2009_ABD.XLS,2009
L,Imputed using the Group Median procedure,S2009_ABD.XLS,2009
N,Imputed using Nearest Neighbor procedure,S2009_ABD.XLS,2009
P,Imputed using Carry Forward procedure,S2009_ABD.XLS,2009
R,Reported,S2009_ABD.XLS,2009
Z,Implied zero;,S2009_ABD.XLS,2009
A,Not applicable,S2009_CN.XLS,2009
B,Institution left item blank,S2009_CN.XLS,2009
C,Analyst corrected reported value,S2009_CN.XLS,2009
D,Do not know,S2009_CN.XLS,2009
G,Data generated from other data values,S2009_CN.XLS,2009
H,Value not derived - data not usable,S2009_CN.XLS,2009
J,Logical imputation,S2009_CN.XLS,2009
K,Ratio adjustment,S2009_CN.XLS,2009
L,Imputed using the Group Median procedure,S2009_CN.XLS,2009
N,Imputed using Nearest Neighbor procedure,S2009_CN.XLS,2009
P,Imputed using Carry Forward procedure,S2009_CN.XLS,2009
R,Reported,S2009_CN.XLS,2009
Z,Implied zero;,S2009_CN.XLS,2009
A,Not applicable,S2009_F.XLS,2009
B,Institution left item blank,S2009_F.XLS,2009
C,Analyst corrected reported value,S2009_F.XLS,2009
D,Do not know,S2009_F.XLS,2009
G,Data generated from other data values,S2009_F.XLS,2009
H,Value not derived - data not usable,S2009_F.XLS,2009
J,Logical imputation,S2009_F.XLS,2009
K,Ratio adjustment,S2009_F.XLS,2009
L,Imputed using the Group Median procedure,S2009_F.XLS,2009
N,Imputed using Nearest Neighbor procedure,S2009_F.XLS,2009
P,Imputed using Carry Forward procedure,S2009_F.XLS,2009
R,Reported,S2009_F.XLS,2009
Z,Implied zero;,S2009_F.XLS,2009
A,Not applicable,S2009_G.XLS,2009
B,Institution left item blank,S2009_G.XLS,2009
C,Analyst corrected reported value,S2009_G.XLS,2009
D,Do not know,S2009_G.XLS,2009
G,Data generated from other data values,S2009_G.XLS,2009
H,Value not derived - data not usable,S2009_G.XLS,2009
J,Logical imputation,S2009_G.XLS,2009
K,Ratio adjustment,S2009_G.XLS,2009
L,Imputed using the Group Median procedure,S2009_G.XLS,2009
N,Imputed using Nearest Neighbor procedure,S2009_G.XLS,2009
P,Imputed using Carry Forward procedure,S2009_G.XLS,2009
R,Reported,S2009_G.XLS,2009
Z,Implied zero;,S2009_G.XLS,2009
A,Not applicable,SAL2009_A.XLS,2009
B,Institution left item blank,SAL2009_A.XLS,2009
C,Analyst corrected reported value,SAL2009_A.XLS,2009
D,Do not know,SAL2009_A.XLS,2009
G,Data generated from other data values,SAL2009_A.XLS,2009
H,Value not derived - data not usable,SAL2009_A.XLS,2009
J,Logical imputation,SAL2009_A.XLS,2009
K,Ratio adjustment,SAL2009_A.XLS,2009
L,Imputed using the Group Median procedure,SAL2009_A.XLS,2009
N,Imputed using Nearest Neighbor procedure,SAL2009_A.XLS,2009
P,Imputed using Carry Forward procedure,SAL2009_A.XLS,2009
R,Reported,SAL2009_A.XLS,2009
Z,Implied zero;,SAL2009_A.XLS,2009
A,Not applicable,SAL2009_A_LT9.XLS,2009
B,Institution left item blank,SAL2009_A_LT9.XLS,2009
C,Analyst corrected reported value,SAL2009_A_LT9.XLS,2009
D,Do not know,SAL2009_A_LT9.XLS,2009
G,Data generated from other data values,SAL2009_A_LT9.XLS,2009
H,Value not derived - data not usable,SAL2009_A_LT9.XLS,2009
J,Logical imputation,SAL2009_A_LT9.XLS,2009
K,Ratio adjustment,SAL2009_A_LT9.XLS,2009
L,Imputed using the Group Median procedure,SAL2009_A_LT9.XLS,2009
N,Imputed using Nearest Neighbor procedure,SAL2009_A_LT9.XLS,2009
P,Imputed using Carry Forward procedure,SAL2009_A_LT9.XLS,2009
R,Reported,SAL2009_A_LT9.XLS,2009
Z,Implied zero;,SAL2009_A_LT9.XLS,2009
A,Not applicable,SAL2009_B.XLS,2009
B,Institution left item blank,SAL2009_B.XLS,2009
C,Analyst corrected reported value,SAL2009_B.XLS,2009
D,Do not know,SAL2009_B.XLS,2009
G,Data generated from other data values,SAL2009_B.XLS,2009
H,Value not derived - data not usable,SAL2009_B.XLS,2009
J,Logical imputation,SAL2009_B.XLS,2009
K,Ratio adjustment,SAL2009_B.XLS,2009
L,Imputed using the Group Median procedure,SAL2009_B.XLS,2009
N,Imputed using Nearest Neighbor procedure,SAL2009_B.XLS,2009
P,Imputed using Carry Forward procedure,SAL2009_B.XLS,2009
R,Reported,SAL2009_B.XLS,2009
Z,Implied zero;,SAL2009_B.XLS,2009
A,Not applicable,SAL2009_FACULTY.XLS,2009
B,Institution left item blank,SAL2009_FACULTY.XLS,2009
C,Analyst corrected reported value,SAL2009_FACULTY.XLS,2009
D,Do not know,SAL2009_FACULTY.XLS,2009
G,Data generated from other data values,SAL2009_FACULTY.XLS,2009
H,Value not derived - data not usable,SAL2009_FACULTY.XLS,2009
J,Logical imputation,SAL2009_FACULTY.XLS,2009
K,Ratio adjustment,SAL2009_FACULTY.XLS,2009
L,Imputed using the Group Median procedure,SAL2009_FACULTY.XLS,2009
N,Imputed using Nearest Neighbor procedure,SAL2009_FACULTY.XLS,2009
P,Imputed using Carry Forward procedure,SAL2009_FACULTY.XLS,2009
R,Reported,SAL2009_FACULTY.XLS,2009
Z,Implied zero;,SAL2009_FACULTY.XLS,2009
A,Not applicable,SFA0809.XLS,2009
B,Institution left item blank,SFA0809.XLS,2009
C,Analyst corrected reported value,SFA0809.XLS,2009
D,Do not know,SFA0809.XLS,2009
G,Data generated from other data values,SFA0809.XLS,2009
H,Value not derived - data not usable,SFA0809.XLS,2009
J,Logical imputation,SFA0809.XLS,2009
K,Ratio adjustment,SFA0809.XLS,2009
L,Imputed using the Group Median procedure,SFA0809.XLS,2009
N,Imputed using Nearest Neighbor procedure,SFA0809.XLS,2009
P,Imputed using Carry Forward procedure,SFA0809.XLS,2009
R,Reported,SFA0809.XLS,2009
Z,Implied zero;,SFA0809.XLS,2009
A,Not applicable,EAP2010.XLS,2010
B,Institution left item blank,EAP2010.XLS,2010
C,Analyst corrected reported value,EAP2010.XLS,2010
D,Do not know,EAP2010.XLS,2010
G,Data generated from other data values,EAP2010.XLS,2010
H,Value not derived - data not usable,EAP2010.XLS,2010
J,Logical imputation,EAP2010.XLS,2010
K,Ratio adjustment,EAP2010.XLS,2010
L,Imputed using the Group Median procedure,EAP2010.XLS,2010
N,Imputed using Nearest Neighbor procedure,EAP2010.XLS,2010
P,Imputed using Carry Forward procedure,EAP2010.XLS,2010
R,Reported,EAP2010.XLS,2010
Z,Implied zero;,EAP2010.XLS,2010
A,Not applicable,EF2010A.XLS,2010
B,Institution left item blank,EF2010A.XLS,2010
C,Analyst corrected reported value,EF2010A.XLS,2010
D,Do not know,EF2010A.XLS,2010
G,Data generated from other data values,EF2010A.XLS,2010
H,Value not derived - data not usable,EF2010A.XLS,2010
J,Logical imputation,EF2010A.XLS,2010
K,Ratio adjustment,EF2010A.XLS,2010
L,Imputed using the Group Median procedure,EF2010A.XLS,2010
N,Imputed using Nearest Neighbor procedure,EF2010A.XLS,2010
P,Imputed using Carry Forward procedure,EF2010A.XLS,2010
R,Reported,EF2010A.XLS,2010
Z,Implied zero;,EF2010A.XLS,2010
A,Not applicable,EF2010B.XLS,2010
B,Institution left item blank,EF2010B.XLS,2010
C,Analyst corrected reported value,EF2010B.XLS,2010
D,Do not know,EF2010B.XLS,2010
G,Data generated from other data values,EF2010B.XLS,2010
H,Value not derived - data not usable,EF2010B.XLS,2010
J,Logical imputation,EF2010B.XLS,2010
K,Ratio adjustment,EF2010B.XLS,2010
L,Imputed using the Group Median procedure,EF2010B.XLS,2010
N,Imputed using Nearest Neighbor procedure,EF2010B.XLS,2010
P,Imputed using Carry Forward procedure,EF2010B.XLS,2010
R,Reported,EF2010B.XLS,2010
Z,Implied zero;,EF2010B.XLS,2010
A,Not applicable,EF2010C.XLS,2010
B,Institution left item blank,EF2010C.XLS,2010
C,Analyst corrected reported value,EF2010C.XLS,2010
D,Do not know,EF2010C.XLS,2010
G,Data generated from other data values,EF2010C.XLS,2010
H,Value not derived - data not usable,EF2010C.XLS,2010
J,Logical imputation,EF2010C.XLS,2010
K,Ratio adjustment,EF2010C.XLS,2010
L,Imputed using the Group Median procedure,EF2010C.XLS,2010
N,Imputed using Nearest Neighbor procedure,EF2010C.XLS,2010
P,Imputed using Carry Forward procedure,EF2010C.XLS,2010
R,Reported,EF2010C.XLS,2010
Z,Implied zero;,EF2010C.XLS,2010
A,Not applicable,EF2010CP.XLS,2010
B,Institution left item blank,EF2010CP.XLS,2010
C,Analyst corrected reported value,EF2010CP.XLS,2010
D,Do not know,EF2010CP.XLS,2010
G,Data generated from other data values,EF2010CP.XLS,2010
H,Value not derived - data not usable,EF2010CP.XLS,2010
J,Logical imputation,EF2010CP.XLS,2010
K,Ratio adjustment,EF2010CP.XLS,2010
L,Imputed using the Group Median procedure,EF2010CP.XLS,2010
N,Imputed using Nearest Neighbor procedure,EF2010CP.XLS,2010
P,Imputed using Carry Forward procedure,EF2010CP.XLS,2010
R,Reported,EF2010CP.XLS,2010
Z,Implied zero;,EF2010CP.XLS,2010
A,Not applicable,EF2010D.XLS,2010
B,Institution left item blank,EF2010D.XLS,2010
C,Analyst corrected reported value,EF2010D.XLS,2010
D,Do not know,EF2010D.XLS,2010
G,Data generated from other data values,EF2010D.XLS,2010
H,Value not derived - data not usable,EF2010D.XLS,2010
J,Logical imputation,EF2010D.XLS,2010
K,Ratio adjustment,EF2010D.XLS,2010
L,Imputed using the Group Median procedure,EF2010D.XLS,2010
N,Imputed using Nearest Neighbor procedure,EF2010D.XLS,2010
P,Imputed using Carry Forward procedure,EF2010D.XLS,2010
R,Reported,EF2010D.XLS,2010
Z,Implied zero;,EF2010D.XLS,2010
A,Not applicable,EFFY2010.XLS,2010
B,Institution left item blank,EFFY2010.XLS,2010
C,Analyst corrected reported value,EFFY2010.XLS,2010
D,Do not know,EFFY2010.XLS,2010
G,Data generated from other data values,EFFY2010.XLS,2010
H,Value not derived - data not usable,EFFY2010.XLS,2010
J,Logical imputation,EFFY2010.XLS,2010
K,Ratio adjustment,EFFY2010.XLS,2010
L,Imputed using the Group Median procedure,EFFY2010.XLS,2010
N,Imputed using Nearest Neighbor procedure,EFFY2010.XLS,2010
P,Imputed using Carry Forward procedure,EFFY2010.XLS,2010
R,Reported,EFFY2010.XLS,2010
Z,Implied zero;,EFFY2010.XLS,2010
A,Not applicable,EFIA2010.XLS,2010
B,Institution left item blank,EFIA2010.XLS,2010
C,Analyst corrected reported value,EFIA2010.XLS,2010
D,Do not know,EFIA2010.XLS,2010
G,Data generated from other data values,EFIA2010.XLS,2010
H,Value not derived - data not usable,EFIA2010.XLS,2010
J,Logical imputation,EFIA2010.XLS,2010
K,Ratio adjustment,EFIA2010.XLS,2010
L,Imputed using the Group Median procedure,EFIA2010.XLS,2010
N,Imputed using Nearest Neighbor procedure,EFIA2010.XLS,2010
P,Imputed using Carry Forward procedure,EFIA2010.XLS,2010
R,Reported,EFIA2010.XLS,2010
Z,Implied zero;,EFIA2010.XLS,2010
A,Not applicable,F0910_F1A.XLS,2010
B,Institution left item blank,F0910_F1A.XLS,2010
C,Analyst corrected reported value,F0910_F1A.XLS,2010
D,Do not know,F0910_F1A.XLS,2010
G,Data generated from other data values,F0910_F1A.XLS,2010
H,Value not derived - data not usable,F0910_F1A.XLS,2010
J,Logical imputation,F0910_F1A.XLS,2010
K,Ratio adjustment,F0910_F1A.XLS,2010
L,Imputed using the Group Median procedure,F0910_F1A.XLS,2010
N,Imputed using Nearest Neighbor procedure,F0910_F1A.XLS,2010
P,Imputed using Carry Forward procedure,F0910_F1A.XLS,2010
R,Reported,F0910_F1A.XLS,2010
Z,Implied zero;,F0910_F1A.XLS,2010
A,Not applicable,F0910_F2.XLS,2010
B,Institution left item blank,F0910_F2.XLS,2010
C,Analyst corrected reported value,F0910_F2.XLS,2010
D,Do not know,F0910_F2.XLS,2010
G,Data generated from other data values,F0910_F2.XLS,2010
H,Value not derived - data not usable,F0910_F2.XLS,2010
J,Logical imputation,F0910_F2.XLS,2010
K,Ratio adjustment,F0910_F2.XLS,2010
L,Imputed using the Group Median procedure,F0910_F2.XLS,2010
N,Imputed using Nearest Neighbor procedure,F0910_F2.XLS,2010
P,Imputed using Carry Forward procedure,F0910_F2.XLS,2010
R,Reported,F0910_F2.XLS,2010
Z,Implied zero;,F0910_F2.XLS,2010
A,Not applicable,F0910_F3.XLS,2010
B,Institution left item blank,F0910_F3.XLS,2010
C,Analyst corrected reported value,F0910_F3.XLS,2010
D,Do not know,F0910_F3.XLS,2010
G,Data generated from other data values,F0910_F3.XLS,2010
H,Value not derived - data not usable,F0910_F3.XLS,2010
J,Logical imputation,F0910_F3.XLS,2010
K,Ratio adjustment,F0910_F3.XLS,2010
L,Imputed using the Group Median procedure,F0910_F3.XLS,2010
N,Imputed using Nearest Neighbor procedure,F0910_F3.XLS,2010
P,Imputed using Carry Forward procedure,F0910_F3.XLS,2010
R,Reported,F0910_F3.XLS,2010
Z,Implied zero;,F0910_F3.XLS,2010
A,Not applicable,GR200_10.XLS,2010
B,Institution left item blank,GR200_10.XLS,2010
C,Analyst corrected reported value,GR200_10.XLS,2010
D,Do not know,GR200_10.XLS,2010
G,Data generated from other data values,GR200_10.XLS,2010
H,Value not derived - data not usable,GR200_10.XLS,2010
J,Logical imputation,GR200_10.XLS,2010
K,Ratio adjustment,GR200_10.XLS,2010
L,Imputed using the Group Median procedure,GR200_10.XLS,2010
N,Imputed using Nearest Neighbor procedure,GR200_10.XLS,2010
P,Imputed using Carry Forward procedure,GR200_10.XLS,2010
R,Reported,GR200_10.XLS,2010
Z,Implied zero;,GR200_10.XLS,2010
A,Not applicable,GR2010.XLS,2010
B,Institution left item blank,GR2010.XLS,2010
C,Analyst corrected reported value,GR2010.XLS,2010
D,Do not know,GR2010.XLS,2010
G,Data generated from other data values,GR2010.XLS,2010
H,Value not derived - data not usable,GR2010.XLS,2010
J,Logical imputation,GR2010.XLS,2010
K,Ratio adjustment,GR2010.XLS,2010
L,Imputed using the Group Median procedure,GR2010.XLS,2010
N,Imputed using Nearest Neighbor procedure,GR2010.XLS,2010
P,Imputed using Carry Forward procedure,GR2010.XLS,2010
R,Reported,GR2010.XLS,2010
Z,Implied zero;,GR2010.XLS,2010
A,Not applicable,GR2010_L2.XLS,2010
B,Institution left item blank,GR2010_L2.XLS,2010
C,Analyst corrected reported value,GR2010_L2.XLS,2010
D,Do not know,GR2010_L2.XLS,2010
G,Data generated from other data values,GR2010_L2.XLS,2010
H,Value not derived - data not usable,GR2010_L2.XLS,2010
J,Logical imputation,GR2010_L2.XLS,2010
K,Ratio adjustment,GR2010_L2.XLS,2010
L,Imputed using the Group Median procedure,GR2010_L2.XLS,2010
N,Imputed using Nearest Neighbor procedure,GR2010_L2.XLS,2010
P,Imputed using Carry Forward procedure,GR2010_L2.XLS,2010
R,Reported,GR2010_L2.XLS,2010
Z,Implied zero;,GR2010_L2.XLS,2010
A,Not applicable,IC2010_AY.XLS,2010
B,Institution left item blank,IC2010_AY.XLS,2010
C,Analyst corrected reported value,IC2010_AY.XLS,2010
D,Do not know,IC2010_AY.XLS,2010
G,Data generated from other data values,IC2010_AY.XLS,2010
H,Value not derived - data not usable,IC2010_AY.XLS,2010
J,Logical imputation,IC2010_AY.XLS,2010
K,Ratio adjustment,IC2010_AY.XLS,2010
L,Imputed using the Group Median procedure,IC2010_AY.XLS,2010
N,Imputed using Nearest Neighbor procedure,IC2010_AY.XLS,2010
P,Imputed using Carry Forward procedure,IC2010_AY.XLS,2010
R,Reported,IC2010_AY.XLS,2010
Y,Particular Doctor's professional practice field not applicable,IC2010_AY.XLS,2010
Z,Implied zero;,IC2010_AY.XLS,2010
A,Not applicable,IC2010.XLS,2010
B,Institution left item blank,IC2010.XLS,2010
C,Analyst corrected reported value,IC2010.XLS,2010
D,Do not know,IC2010.XLS,2010
G,Data generated from other data values,IC2010.XLS,2010
H,Value not derived - data not usable,IC2010.XLS,2010
J,Logical imputation,IC2010.XLS,2010
K,Ratio adjustment,IC2010.XLS,2010
L,Imputed using the Group Median procedure,IC2010.XLS,2010
N,Imputed using Nearest Neighbor procedure,IC2010.XLS,2010
P,Imputed using Carry Forward procedure,IC2010.XLS,2010
R,Reported,IC2010.XLS,2010
Z,Implied zero;,IC2010.XLS,2010
A,Not applicable,IC2010_PY.XLS,2010
B,Institution left item blank,IC2010_PY.XLS,2010
C,Analyst corrected reported value,IC2010_PY.XLS,2010
D,Do not know,IC2010_PY.XLS,2010
G,Data generated from other data values,IC2010_PY.XLS,2010
H,Value not derived - data not usable,IC2010_PY.XLS,2010
J,Logical imputation,IC2010_PY.XLS,2010
K,Ratio adjustment,IC2010_PY.XLS,2010
L,Imputed using the Group Median procedure,IC2010_PY.XLS,2010
N,Imputed using Nearest Neighbor procedure,IC2010_PY.XLS,2010
P,Imputed using Carry Forward procedure,IC2010_PY.XLS,2010
R,Reported,IC2010_PY.XLS,2010
Z,Implied zero;,IC2010_PY.XLS,2010
A,Not applicable,S2010_ABD.XLS,2010
B,Institution left item blank,S2010_ABD.XLS,2010
C,Analyst corrected reported value,S2010_ABD.XLS,2010
D,Do not know,S2010_ABD.XLS,2010
G,Data generated from other data values,S2010_ABD.XLS,2010
H,Value not derived - data not usable,S2010_ABD.XLS,2010
J,Logical imputation,S2010_ABD.XLS,2010
K,Ratio adjustment,S2010_ABD.XLS,2010
L,Imputed using the Group Median procedure,S2010_ABD.XLS,2010
N,Imputed using Nearest Neighbor procedure,S2010_ABD.XLS,2010
P,Imputed using Carry Forward procedure,S2010_ABD.XLS,2010
R,Reported,S2010_ABD.XLS,2010
Z,Implied zero;,S2010_ABD.XLS,2010
A,Not applicable,S2010_CN.XLS,2010
B,Institution left item blank,S2010_CN.XLS,2010
C,Analyst corrected reported value,S2010_CN.XLS,2010
D,Do not know,S2010_CN.XLS,2010
G,Data generated from other data values,S2010_CN.XLS,2010
H,Value not derived - data not usable,S2010_CN.XLS,2010
J,Logical imputation,S2010_CN.XLS,2010
K,Ratio adjustment,S2010_CN.XLS,2010
L,Imputed using the Group Median procedure,S2010_CN.XLS,2010
N,Imputed using Nearest Neighbor procedure,S2010_CN.XLS,2010
P,Imputed using Carry Forward procedure,S2010_CN.XLS,2010
R,Reported,S2010_CN.XLS,2010
Z,Implied zero;,S2010_CN.XLS,2010
A,Not applicable,S2010_F.XLS,2010
B,Institution left item blank,S2010_F.XLS,2010
C,Analyst corrected reported value,S2010_F.XLS,2010
D,Do not know,S2010_F.XLS,2010
G,Data generated from other data values,S2010_F.XLS,2010
